pos,joint,obb_center_x,obb_center_y,obb_center_z,obb_axis_x1,obb_axis_y1,obb_axis_z1,obb_axis_x2,obb_axis_y2,obb_axis_z2,obb_axis_x3,obb_axis_y3,obb_axis_z3,obb_half_length_x,obb_half_length_y,obb_half_length_z
0,0,0.3858,-0.0073,0.4400,1.0000,0.0037,0.0000,-0.0037,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
0,1,0.3939,-0.0043,0.6052,1.0000,0.0037,0.0000,-0.0037,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
0,2,0.4700,-0.0644,0.5173,1.0000,0.0037,0.0000,-0.0037,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
0,3,0.4931,-0.2410,0.5889,1.0000,0.0037,0.0000,-0.0037,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
0,4,0.6113,-0.2870,0.5062,1.0000,0.0037,0.0000,-0.0037,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
0,5,0.7784,-0.1496,0.6614,1.0000,0.0037,0.0000,-0.0037,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
0,6,0.8713,-0.1298,0.4265,1.0000,0.0037,0.0000,-0.0037,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
0,7,0.9802,-0.1210,0.4491,1.0000,0.0037,0.0000,-0.0037,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
0,8,1.0075,-0.0777,0.4472,1.0000,0.0037,0.0000,-0.0037,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
0,9,1.0375,-0.0113,0.4544,1.0000,0.0037,0.0000,-0.0037,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
0,10,1.0816,-0.0710,0.4546,1.0000,0.0037,0.0000,-0.0037,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,0,0.8155,-0.0049,0.4400,1.0000,0.0082,0.0000,-0.0082,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
1,1,0.8236,-0.0019,0.6052,1.0000,0.0082,0.0000,-0.0082,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
1,2,0.9000,-0.0616,0.5173,1.0000,0.0082,0.0000,-0.0082,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
1,3,0.9238,-0.2381,0.5889,1.0000,0.0082,0.0000,-0.0082,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
1,4,1.0423,-0.2836,0.5062,1.0000,0.0082,0.0000,-0.0082,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
1,5,1.2088,-0.1455,0.6614,1.0000,0.0082,0.0000,-0.0082,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
1,6,1.3016,-0.1252,0.4265,1.0000,0.0082,0.0000,-0.0082,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
1,7,1.4104,-0.1159,0.4491,1.0000,0.0082,0.0000,-0.0082,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
1,8,1.4375,-0.0725,0.4472,1.0000,0.0082,0.0000,-0.0082,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
1,9,1.4672,-0.0060,0.4544,1.0000,0.0082,0.0000,-0.0082,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,10,1.5116,-0.0655,0.4546,1.0000,0.0082,0.0000,-0.0082,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
2,0,1.2493,-0.0004,0.4400,0.9999,0.0135,0.0000,-0.0135,0.9999,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
2,1,1.2573,0.0026,0.6052,0.9999,0.0135,0.0000,-0.0135,0.9999,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
2,2,1.3340,-0.0567,0.5173,0.9999,0.0135,0.0000,-0.0135,0.9999,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
2,3,1.3588,-0.2330,0.5889,0.9999,0.0135,0.0000,-0.0135,0.9999,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
2,4,1.4775,-0.2779,0.5062,0.9999,0.0135,0.0000,-0.0135,0.9999,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
2,5,1.6433,-0.1389,0.6614,0.9999,0.0135,0.0000,-0.0135,0.9999,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
2,6,1.7360,-0.1181,0.4265,0.9999,0.0135,0.0000,-0.0135,0.9999,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
2,7,1.8448,-0.1082,0.4491,0.9999,0.0135,0.0000,-0.0135,0.9999,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
2,8,1.8716,-0.0647,0.4472,0.9999,0.0135,0.0000,-0.0135,0.9999,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
2,9,1.9010,0.0020,0.4544,0.9999,0.0135,0.0000,-0.0135,0.9999,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
