pos,joint,obb_center_x,obb_center_y,obb_center_z,obb_axis_x1,obb_axis_y1,obb_axis_z1,obb_axis_x2,obb_axis_y2,obb_axis_z2,obb_axis_x3,obb_axis_y3,obb_axis_z3,obb_half_length_x,obb_half_length_y,obb_half_length_z
0,0,1.2404,-0.0060,0.4400,1.0000,0.0032,0.0000,-0.0032,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
0,1,1.2484,-0.0030,0.6052,1.0000,0.0032,0.0000,-0.0032,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
0,2,1.3245,-0.0631,0.5173,1.0000,0.0032,0.0000,-0.0032,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
0,3,1.3475,-0.2397,0.5889,1.0000,0.0032,0.0000,-0.0032,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
0,4,1.4658,-0.2858,0.5062,1.0000,0.0032,0.0000,-0.0032,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
0,5,1.6329,-0.1485,0.6614,1.0000,0.0032,0.0000,-0.0032,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
0,6,1.7259,-0.1287,0.4265,1.0000,0.0032,0.0000,-0.0032,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
0,7,1.8347,-0.1200,0.4491,1.0000,0.0032,0.0000,-0.0032,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
0,8,1.8620,-0.0767,0.4472,1.0000,0.0032,0.0000,-0.0032,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
0,9,1.8921,-0.0103,0.4544,1.0000,0.0032,0.0000,-0.0032,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
0,10,1.9362,-0.0700,0.4546,1.0000,0.0032,0.0000,-0.0032,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,0,2.5160,-0.0001,0.4400,1.0000,0.0061,0.0000,-0.0061,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
1,1,2.5241,0.0028,0.6052,1.0000,0.0061,0.0000,-0.0061,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
1,2,2.6004,-0.0570,0.5173,1.0000,0.0061,0.0000,-0.0061,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
1,3,2.6239,-0.2336,0.5889,1.0000,0.0061,0.0000,-0.0061,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
1,4,2.7423,-0.2794,0.5062,1.0000,0.0061,0.0000,-0.0061,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
1,5,2.9090,-0.1415,0.6614,1.0000,0.0061,0.0000,-0.0061,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
1,6,3.0019,-0.1215,0.4265,1.0000,0.0061,0.0000,-0.0061,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
1,7,3.1107,-0.1124,0.4491,1.0000,0.0061,0.0000,-0.0061,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
