pos,joint,obb_center_x,obb_center_y,obb_center_z,obb_axis_x1,obb_axis_y1,obb_axis_z1,obb_axis_x2,obb_axis_y2,obb_axis_z2,obb_axis_x3,obb_axis_y3,obb_axis_z3,obb_half_length_x,obb_half_length_y,obb_half_length_z
0,0,0.3042,-0.0079,0.4400,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
0,1,0.3123,-0.0050,0.6052,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
0,2,0.3882,-0.0654,0.5173,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
0,3,0.4106,-0.2421,0.5889,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
0,4,0.5287,-0.2886,0.5062,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
0,5,0.6963,-0.1518,0.6614,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
0,6,0.7893,-0.1324,0.4265,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
0,7,0.8982,-0.1240,0.4491,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
0,8,0.9256,-0.0808,0.4472,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
0,9,0.9559,-0.0145,0.4544,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
0,10,0.9998,-0.0744,0.4546,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,0,0.6467,-0.0080,0.4400,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
1,1,0.6548,-0.0051,0.6052,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
1,2,0.7307,-0.0654,0.5173,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
1,3,0.7531,-0.2422,0.5889,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
1,4,0.8712,-0.2887,0.5062,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
1,5,1.0388,-0.1519,0.6614,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
1,6,1.1318,-0.1325,0.4265,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
1,7,1.2407,-0.1241,0.4491,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
1,8,1.2681,-0.0809,0.4472,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
1,9,1.2984,-0.0146,0.4544,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,10,1.3423,-0.0745,0.4546,1.0000,-0.0003,0.0000,0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
2,0,0.9874,-0.0081,0.4400,1.0000,0.0001,0.0000,-0.0001,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
2,1,0.9955,-0.0052,0.6052,1.0000,0.0001,0.0000,-0.0001,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
2,2,1.0715,-0.0655,0.5173,1.0000,0.0001,0.0000,-0.0001,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
2,3,1.0939,-0.2422,0.5889,1.0000,0.0001,0.0000,-0.0001,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
2,4,1.2120,-0.2886,0.5062,1.0000,0.0001,0.0000,-0.0001,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
2,5,1.3796,-0.1518,0.6614,1.0000,0.0001,0.0000,-0.0001,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
2,6,1.4726,-0.1323,0.4265,1.0000,0.0001,0.0000,-0.0001,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
