pos,joint,obb_center_x,obb_center_y,obb_center_z,obb_axis_x1,obb_axis_y1,obb_axis_z1,obb_axis_x2,obb_axis_y2,obb_axis_z2,obb_axis_x3,obb_axis_y3,obb_axis_z3,obb_half_length_x,obb_half_length_y,obb_half_length_z
0,0,0.4376,-0.0088,0.4400,1.0000,-0.0046,0.0000,0.0046,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
0,1,0.4458,-0.0059,0.6052,1.0000,-0.0046,0.0000,0.0046,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
0,2,0.5214,-0.0666,0.5173,1.0000,-0.0046,0.0000,0.0046,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
0,3,0.5430,-0.2434,0.5889,1.0000,-0.0046,0.0000,0.0046,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
0,4,0.6608,-0.2904,0.5062,1.0000,-0.0046,0.0000,0.0046,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
0,5,0.8291,-0.1544,0.6614,1.0000,-0.0046,0.0000,0.0046,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
0,6,0.9222,-0.1353,0.4265,1.0000,-0.0046,0.0000,0.0046,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
0,7,1.0311,-0.1274,0.4491,1.0000,-0.0046,0.0000,0.0046,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
0,8,1.0587,-0.0844,0.4472,1.0000,-0.0046,0.0000,0.0046,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
0,9,1.0893,-0.0182,0.4544,1.0000,-0.0046,0.0000,0.0046,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
0,10,1.1329,-0.0783,0.4546,1.0000,-0.0046,0.0000,0.0046,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,0,0.9065,-0.0117,0.4400,1.0000,-0.0085,0.0000,0.0085,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
1,1,0.9146,-0.0089,0.6052,1.0000,-0.0085,0.0000,0.0085,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
1,2,0.9900,-0.0698,0.5173,1.0000,-0.0085,0.0000,0.0085,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
1,3,1.0109,-0.2467,0.5889,1.0000,-0.0085,0.0000,0.0085,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
1,4,1.1286,-0.2942,0.5062,1.0000,-0.0085,0.0000,0.0085,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
1,5,1.2974,-0.1589,0.6614,1.0000,-0.0085,0.0000,0.0085,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
1,6,1.3905,-0.1402,0.4265,1.0000,-0.0085,0.0000,0.0085,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
1,7,1.4995,-0.1327,0.4491,1.0000,-0.0085,0.0000,0.0085,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
1,8,1.5273,-0.0897,0.4472,1.0000,-0.0085,0.0000,0.0085,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
1,9,1.5581,-0.0237,0.4544,1.0000,-0.0085,0.0000,0.0085,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,10,1.6015,-0.0840,0.4546,1.0000,-0.0085,0.0000,0.0085,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
2,0,1.3667,-0.0164,0.4400,0.9999,-0.0127,0.0000,0.0127,0.9999,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
2,1,1.3748,-0.0136,0.6052,0.9999,-0.0127,0.0000,0.0127,0.9999,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
2,2,1.4500,-0.0749,0.5173,0.9999,-0.0127,0.0000,0.0127,0.9999,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
2,3,1.4701,-0.2518,0.5889,0.9999,-0.0127,0.0000,0.0127,0.9999,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
2,4,1.5876,-0.2998,0.5062,0.9999,-0.0127,0.0000,0.0127,0.9999,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
2,5,1.7569,-0.1652,0.6614,0.9999,-0.0127,0.0000,0.0127,0.9999,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
2,6,1.8502,-0.1469,0.4265,0.9999,-0.0127,0.0000,0.0127,0.9999,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
2,7,1.9592,-0.1398,0.4491,0.9999,-0.0127,0.0000,0.0127,0.9999,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
2,8,1.9871,-0.0970,0.4472,0.9999,-0.0127,0.0000,0.0127,0.9999,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
2,9,2.0183,-0.0311,0.4544,0.9999,-0.0127,0.0000,0.0127,0.9999,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
2,10,2.0614,-0.0915,0.4546,0.9999,-0.0127,0.0000,0.0127,0.9999,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
3,0,1.8182,-0.0229,0.4400,0.9999,-0.0167,0.0000,0.0167,0.9999,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
3,1,1.8264,-0.0201,0.6052,0.9999,-0.0167,0.0000,0.0167,0.9999,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
3,2,1.9012,-0.0817,0.5173,0.9999,-0.0167,0.0000,0.0167,0.9999,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
3,3,1.9207,-0.2587,0.5889,0.9999,-0.0167,0.0000,0.0167,0.9999,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
3,4,2.0380,-0.3072,0.5062,0.9999,-0.0167,0.0000,0.0167,0.9999,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
3,5,2.2078,-0.1732,0.6614,0.9999,-0.0167,0.0000,0.0167,0.9999,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
3,6,2.3012,-0.1553,0.4265,0.9999,-0.0167,0.0000,0.0167,0.9999,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
3,7,2.4102,-0.1487,0.4491,0.9999,-0.0167,0.0000,0.0167,0.9999,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
3,8,2.4383,-0.1060,0.4472,0.9999,-0.0167,0.0000,0.0167,0.9999,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
3,9,2.4697,-0.0402,0.4544,0.9999,-0.0167,0.0000,0.0167,0.9999,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
3,10,2.5126,-0.1008,0.4546,0.9999,-0.0167,0.0000,0.0167,0.9999,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
4,0,2.2601,-0.0309,0.4400,0.9998,-0.0204,0.0000,0.0204,0.9998,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
4,1,2.2683,-0.0282,0.6052,0.9998,-0.0204,0.0000,0.0204,0.9998,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
4,2,2.3429,-0.0900,0.5173,0.9998,-0.0204,0.0000,0.0204,0.9998,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
4,3,2.3617,-0.2672,0.5889,0.9998,-0.0204,0.0000,0.0204,0.9998,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
4,4,2.4788,-0.3161,0.5062,0.9998,-0.0204,0.0000,0.0204,0.9998,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
4,5,2.6492,-0.1827,0.6614,0.9998,-0.0204,0.0000,0.0204,0.9998,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
4,6,2.7426,-0.1651,0.4265,0.9998,-0.0204,0.0000,0.0204,0.9998,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
4,7,2.8516,-0.1589,0.4491,0.9998,-0.0204,0.0000,0.0204,0.9998,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
4,8,2.8799,-0.1163,0.4472,0.9998,-0.0204,0.0000,0.0204,0.9998,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
