pos,joint,obb_center_x,obb_center_y,obb_center_z,obb_axis_x1,obb_axis_y1,obb_axis_z1,obb_axis_x2,obb_axis_y2,obb_axis_z2,obb_axis_x3,obb_axis_y3,obb_axis_z3,obb_half_length_x,obb_half_length_y,obb_half_length_z
0,0,0.8692,-0.0078,0.4400,1.0000,0.0003,0.0000,-0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
0,1,0.8773,-0.0049,0.6052,1.0000,0.0003,0.0000,-0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
0,2,0.9532,-0.0651,0.5173,1.0000,0.0003,0.0000,-0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
0,3,0.9757,-0.2418,0.5889,1.0000,0.0003,0.0000,-0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
0,4,1.0938,-0.2883,0.5062,1.0000,0.0003,0.0000,-0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
0,5,1.2613,-0.1515,0.6614,1.0000,0.0003,0.0000,-0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
0,6,1.3543,-0.1319,0.4265,1.0000,0.0003,0.0000,-0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
0,7,1.4632,-0.1235,0.4491,1.0000,0.0003,0.0000,-0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
0,8,1.4906,-0.0803,0.4472,1.0000,0.0003,0.0000,-0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
0,9,1.5209,-0.0140,0.4544,1.0000,0.0003,0.0000,-0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
0,10,1.5648,-0.0739,0.4546,1.0000,0.0003,0.0000,-0.0003,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,0,1.7935,-0.0072,0.4400,1.0000,0.0009,0.0000,-0.0009,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
1,1,1.8016,-0.0043,0.6052,1.0000,0.0009,0.0000,-0.0009,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
1,2,1.8775,-0.0646,0.5173,1.0000,0.0009,0.0000,-0.0009,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
1,3,1.9001,-0.2413,0.5889,1.0000,0.0009,0.0000,-0.0009,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
1,4,2.0182,-0.2876,0.5062,1.0000,0.0009,0.0000,-0.0009,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
1,5,2.1857,-0.1507,0.6614,1.0000,0.0009,0.0000,-0.0009,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
1,6,2.2787,-0.1311,0.4265,1.0000,0.0009,0.0000,-0.0009,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
1,7,2.3876,-0.1226,0.4491,1.0000,0.0009,0.0000,-0.0009,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
1,8,2.4149,-0.0794,0.4472,1.0000,0.0009,0.0000,-0.0009,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
1,9,2.4452,-0.0131,0.4544,1.0000,0.0009,0.0000,-0.0009,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,10,2.4891,-0.0729,0.4546,1.0000,0.0009,0.0000,-0.0009,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
2,0,2.7340,-0.0059,0.4400,1.0000,0.0020,0.0000,-0.0020,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
2,1,2.7421,-0.0030,0.6052,1.0000,0.0020,0.0000,-0.0020,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
2,2,2.8181,-0.0632,0.5173,1.0000,0.0020,0.0000,-0.0020,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
2,3,2.8409,-0.2398,0.5889,1.0000,0.0020,0.0000,-0.0020,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
2,4,2.9591,-0.2861,0.5062,1.0000,0.0020,0.0000,-0.0020,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
2,5,3.1264,-0.1490,0.6614,1.0000,0.0020,0.0000,-0.0020,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
2,6,3.2194,-0.1293,0.4265,1.0000,0.0020,0.0000,-0.0020,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
2,7,3.3282,-0.1207,0.4491,1.0000,0.0020,0.0000,-0.0020,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
2,8,3.3556,-0.0774,0.4472,1.0000,0.0020,0.0000,-0.0020,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
2,9,3.3857,-0.0111,0.4544,1.0000,0.0020,0.0000,-0.0020,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
2,10,3.4297,-0.0709,0.4546,1.0000,0.0020,0.0000,-0.0020,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
3,0,3.6926,-0.0032,0.4400,1.0000,0.0039,0.0000,-0.0039,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
3,1,3.7006,-0.0003,0.6052,1.0000,0.0039,0.0000,-0.0039,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
3,2,3.7768,-0.0603,0.5173,1.0000,0.0039,0.0000,-0.0039,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
3,3,3.7999,-0.2369,0.5889,1.0000,0.0039,0.0000,-0.0039,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
3,4,3.9181,-0.2829,0.5062,1.0000,0.0039,0.0000,-0.0039,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
3,5,4.0852,-0.1455,0.6614,1.0000,0.0039,0.0000,-0.0039,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
3,6,4.1781,-0.1256,0.4265,1.0000,0.0039,0.0000,-0.0039,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
3,7,4.2870,-0.1168,0.4491,1.0000,0.0039,0.0000,-0.0039,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
3,8,4.3142,-0.0735,0.4472,1.0000,0.0039,0.0000,-0.0039,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
3,9,4.3443,-0.0071,0.4544,1.0000,0.0039,0.0000,-0.0039,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
3,10,4.3884,-0.0668,0.4546,1.0000,0.0039,0.0000,-0.0039,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
4,0,4.6705,0.0010,0.4400,1.0000,0.0049,0.0000,-0.0049,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
4,1,4.6786,0.0040,0.6052,1.0000,0.0049,0.0000,-0.0049,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
4,2,4.7547,-0.0560,0.5173,1.0000,0.0049,0.0000,-0.0049,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
4,3,4.7780,-0.2326,0.5889,1.0000,0.0049,0.0000,-0.0049,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
4,4,4.8963,-0.2785,0.5062,1.0000,0.0049,0.0000,-0.0049,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
4,5,5.0633,-0.1409,0.6614,1.0000,0.0049,0.0000,-0.0049,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
4,6,5.1562,-0.1209,0.4265,1.0000,0.0049,0.0000,-0.0049,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
4,7,5.2650,-0.1120,0.4491,1.0000,0.0049,0.0000,-0.0049,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
4,8,5.2922,-0.0686,0.4472,1.0000,0.0049,0.0000,-0.0049,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
4,9,5.3222,-0.0022,0.4544,1.0000,0.0049,0.0000,-0.0049,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
4,10,5.3664,-0.0619,0.4546,1.0000,0.0049,0.0000,-0.0049,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
5,0,5.6688,0.0063,0.4400,1.0000,0.0057,0.0000,-0.0057,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
5,1,5.6769,0.0092,0.6052,1.0000,0.0057,0.0000,-0.0057,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
5,2,5.7531,-0.0506,0.5173,1.0000,0.0057,0.0000,-0.0057,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
5,3,5.7766,-0.2272,0.5889,1.0000,0.0057,0.0000,-0.0057,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
5,4,5.8949,-0.2730,0.5062,1.0000,0.0057,0.0000,-0.0057,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
5,5,6.0617,-0.1353,0.6614,1.0000,0.0057,0.0000,-0.0057,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
5,6,6.1546,-0.1153,0.4265,1.0000,0.0057,0.0000,-0.0057,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
5,7,6.2635,-0.1062,0.4491,1.0000,0.0057,0.0000,-0.0057,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
5,8,6.2906,-0.0629,0.4472,1.0000,0.0057,0.0000,-0.0057,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
5,9,6.3205,0.0036,0.4544,1.0000,0.0057,0.0000,-0.0057,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
5,10,6.3648,-0.0561,0.4546,1.0000,0.0057,0.0000,-0.0057,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
6,0,6.6883,0.0128,0.4400,1.0000,0.0071,0.0000,-0.0071,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
6,1,6.6964,0.0157,0.6052,1.0000,0.0071,0.0000,-0.0071,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
6,2,6.7727,-0.0441,0.5173,1.0000,0.0071,0.0000,-0.0071,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
6,3,6.7964,-0.2206,0.5889,1.0000,0.0071,0.0000,-0.0071,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
6,4,6.9148,-0.2662,0.5062,1.0000,0.0071,0.0000,-0.0071,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
6,5,7.0814,-0.1283,0.6614,1.0000,0.0071,0.0000,-0.0071,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
6,6,7.1743,-0.1081,0.4265,1.0000,0.0071,0.0000,-0.0071,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
6,7,7.2831,-0.0989,0.4491,1.0000,0.0071,0.0000,-0.0071,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
6,8,7.3102,-0.0555,0.4472,1.0000,0.0071,0.0000,-0.0071,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
6,9,7.3400,0.0110,0.4544,1.0000,0.0071,0.0000,-0.0071,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
6,10,7.3844,-0.0486,0.4546,1.0000,0.0071,0.0000,-0.0071,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
7,0,7.7293,0.0205,0.4400,1.0000,0.0078,0.0000,-0.0078,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
7,1,7.7374,0.0234,0.6052,1.0000,0.0078,0.0000,-0.0078,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
7,2,7.8138,-0.0363,0.5173,1.0000,0.0078,0.0000,-0.0078,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
7,3,7.8376,-0.2128,0.5889,1.0000,0.0078,0.0000,-0.0078,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
7,4,7.9560,-0.2584,0.5062,1.0000,0.0078,0.0000,-0.0078,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
7,5,8.1226,-0.1202,0.6614,1.0000,0.0078,0.0000,-0.0078,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
7,6,8.2154,-0.1000,0.4265,1.0000,0.0078,0.0000,-0.0078,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
7,7,8.3242,-0.0908,0.4491,1.0000,0.0078,0.0000,-0.0078,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
7,8,8.3513,-0.0474,0.4472,1.0000,0.0078,0.0000,-0.0078,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
7,9,8.3811,0.0192,0.4544,1.0000,0.0078,0.0000,-0.0078,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
7,10,8.4254,-0.0404,0.4546,1.0000,0.0078,0.0000,-0.0078,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
8,0,8.7921,0.0290,0.4400,1.0000,0.0083,0.0000,-0.0083,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
8,1,8.8002,0.0320,0.6052,1.0000,0.0083,0.0000,-0.0083,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
8,2,8.8766,-0.0276,0.5173,1.0000,0.0083,0.0000,-0.0083,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
8,3,8.9005,-0.2042,0.5889,1.0000,0.0083,0.0000,-0.0083,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
8,4,9.0189,-0.2497,0.5062,1.0000,0.0083,0.0000,-0.0083,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
8,5,9.1854,-0.1115,0.6614,1.0000,0.0083,0.0000,-0.0083,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
8,6,9.2782,-0.0912,0.4265,1.0000,0.0083,0.0000,-0.0083,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
8,7,9.3871,-0.0819,0.4491,1.0000,0.0083,0.0000,-0.0083,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
8,8,9.4141,-0.0385,0.4472,1.0000,0.0083,0.0000,-0.0083,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
8,9,9.4438,0.0281,0.4544,1.0000,0.0083,0.0000,-0.0083,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
8,10,9.4882,-0.0314,0.4546,1.0000,0.0083,0.0000,-0.0083,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
9,0,9.8765,0.0388,0.4400,1.0000,0.0097,0.0000,-0.0097,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
9,1,9.8846,0.0418,0.6052,1.0000,0.0097,0.0000,-0.0097,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
9,2,9.9611,-0.0178,0.5173,1.0000,0.0097,0.0000,-0.0097,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
9,3,9.9852,-0.1943,0.5889,1.0000,0.0097,0.0000,-0.0097,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
9,4,10.1038,-0.2396,0.5062,1.0000,0.0097,0.0000,-0.0097,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
9,5,10.2700,-0.1012,0.6614,1.0000,0.0097,0.0000,-0.0097,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
9,6,10.3628,-0.0808,0.4265,1.0000,0.0097,0.0000,-0.0097,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
9,7,10.4716,-0.0713,0.4491,1.0000,0.0097,0.0000,-0.0097,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
9,8,10.4986,-0.0279,0.4472,1.0000,0.0097,0.0000,-0.0097,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
9,9,10.5283,0.0387,0.4544,1.0000,0.0097,0.0000,-0.0097,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
9,10,10.5728,-0.0207,0.4546,1.0000,0.0097,0.0000,-0.0097,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
