pos,joint,obb_center_x,obb_center_y,obb_center_z,obb_axis_x1,obb_axis_y1,obb_axis_z1,obb_axis_x2,obb_axis_y2,obb_axis_z2,obb_axis_x3,obb_axis_y3,obb_axis_z3,obb_half_length_x,obb_half_length_y,obb_half_length_z
0,0,0.8226,-0.0077,0.4400,1.0000,0.0004,0.0000,-0.0004,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
0,1,0.8307,-0.0048,0.6052,1.0000,0.0004,0.0000,-0.0004,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
0,2,0.9066,-0.0651,0.5173,1.0000,0.0004,0.0000,-0.0004,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
0,3,0.9291,-0.2418,0.5889,1.0000,0.0004,0.0000,-0.0004,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
0,4,1.0472,-0.2882,0.5062,1.0000,0.0004,0.0000,-0.0004,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
0,5,1.2147,-0.1514,0.6614,1.0000,0.0004,0.0000,-0.0004,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
0,6,1.3077,-0.1318,0.4265,1.0000,0.0004,0.0000,-0.0004,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
0,7,1.4166,-0.1234,0.4491,1.0000,0.0004,0.0000,-0.0004,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
0,8,1.4440,-0.0802,0.4472,1.0000,0.0004,0.0000,-0.0004,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
0,9,1.4743,-0.0139,0.4544,1.0000,0.0004,0.0000,-0.0004,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
0,10,1.5182,-0.0737,0.4546,1.0000,0.0004,0.0000,-0.0004,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,0,1.6843,-0.0073,0.4400,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
1,1,1.6924,-0.0044,0.6052,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
1,2,1.7684,-0.0646,0.5173,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
1,3,1.7909,-0.2413,0.5889,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
1,4,1.9090,-0.2877,0.5062,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
1,5,2.0765,-0.1508,0.6614,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
1,6,2.1695,-0.1312,0.4265,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
1,7,2.2784,-0.1228,0.4491,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
1,8,2.3058,-0.0795,0.4472,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
1,9,2.3360,-0.0132,0.4544,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,10,2.3800,-0.0731,0.4546,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
2,0,2.5445,-0.0067,0.4400,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
2,1,2.5526,-0.0038,0.6052,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
2,2,2.6285,-0.0640,0.5173,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
2,3,2.6510,-0.2407,0.5889,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
2,4,2.7692,-0.2871,0.5062,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
2,5,2.9367,-0.1502,0.6614,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
2,6,3.0296,-0.1307,0.4265,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
2,7,3.1385,-0.1222,0.4491,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
2,8,3.1659,-0.0790,0.4472,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
2,9,3.1962,-0.0126,0.4544,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
2,10,3.2401,-0.0725,0.4546,1.0000,0.0007,0.0000,-0.0007,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
3,0,3.4031,-0.0060,0.4400,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
3,1,3.4112,-0.0030,0.6052,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
3,2,3.4872,-0.0633,0.5173,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
3,3,3.5098,-0.2399,0.5889,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
3,4,3.6279,-0.2863,0.5062,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
3,5,3.7954,-0.1493,0.6614,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
3,6,3.8884,-0.1297,0.4265,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
3,7,3.9973,-0.1212,0.4491,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
3,8,4.0246,-0.0780,0.4472,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
3,9,4.0548,-0.0117,0.4544,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
3,10,4.0988,-0.0715,0.4546,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
4,0,4.2605,-0.0050,0.4400,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
4,1,4.2686,-0.0021,0.6052,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
4,2,4.3445,-0.0623,0.5173,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
4,3,4.3671,-0.2390,0.5889,1.0000,0.0011,0.0000,-0.0011,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
