pos,joint,obb_center_x,obb_center_y,obb_center_z,obb_axis_x1,obb_axis_y1,obb_axis_z1,obb_axis_x2,obb_axis_y2,obb_axis_z2,obb_axis_x3,obb_axis_y3,obb_axis_z3,obb_half_length_x,obb_half_length_y,obb_half_length_z
0,0,1.0689,-0.0106,0.4400,1.0000,-0.0053,0.0000,0.0053,1.0000,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
0,1,1.0770,-0.0078,0.6052,1.0000,-0.0053,0.0000,0.0053,1.0000,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
0,2,1.1526,-0.0685,0.5173,1.0000,-0.0053,0.0000,0.0053,1.0000,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
0,3,1.1740,-0.2453,0.5889,1.0000,-0.0053,0.0000,0.0053,1.0000,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
0,4,1.2919,-0.2924,0.5062,1.0000,-0.0053,0.0000,0.0053,1.0000,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
0,5,1.4602,-0.1565,0.6614,1.0000,-0.0053,0.0000,0.0053,1.0000,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
0,6,1.5533,-0.1375,0.4265,1.0000,-0.0053,0.0000,0.0053,1.0000,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
0,7,1.6623,-0.1297,0.4491,1.0000,-0.0053,0.0000,0.0053,1.0000,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
0,8,1.6899,-0.0866,0.4472,1.0000,-0.0053,0.0000,0.0053,1.0000,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
0,9,1.7205,-0.0205,0.4544,1.0000,-0.0053,0.0000,0.0053,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
0,10,1.7641,-0.0806,0.4546,1.0000,-0.0053,0.0000,0.0053,1.0000,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,0,2.1698,-0.0190,0.4400,0.9999,-0.0102,0.0000,0.0102,0.9999,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
1,1,2.1780,-0.0161,0.6052,0.9999,-0.0102,0.0000,0.0102,0.9999,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
1,2,2.2532,-0.0772,0.5173,0.9999,-0.0102,0.0000,0.0102,0.9999,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
1,3,2.2738,-0.2541,0.5889,0.9999,-0.0102,0.0000,0.0102,0.9999,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
1,4,2.3914,-0.3019,0.5062,0.9999,-0.0102,0.0000,0.0102,0.9999,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
1,5,2.5604,-0.1668,0.6614,0.9999,-0.0102,0.0000,0.0102,0.9999,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
1,6,2.6536,-0.1482,0.4265,0.9999,-0.0102,0.0000,0.0102,0.9999,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
1,7,2.7626,-0.1409,0.4491,0.9999,-0.0102,0.0000,0.0102,0.9999,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
1,8,2.7904,-0.0980,0.4472,0.9999,-0.0102,0.0000,0.0102,0.9999,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
1,9,2.8214,-0.0320,0.4544,0.9999,-0.0102,0.0000,0.0102,0.9999,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
1,10,2.8647,-0.0924,0.4546,0.9999,-0.0102,0.0000,0.0102,0.9999,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
2,0,3.2620,-0.0324,0.4400,0.9999,-0.0147,0.0000,0.0147,0.9999,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
2,1,3.2701,-0.0296,0.6052,0.9999,-0.0147,0.0000,0.0147,0.9999,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
2,2,3.3451,-0.0911,0.5173,0.9999,-0.0147,0.0000,0.0147,0.9999,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
2,3,3.3649,-0.2681,0.5889,0.9999,-0.0147,0.0000,0.0147,0.9999,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
2,4,3.4823,-0.3163,0.5062,0.9999,-0.0147,0.0000,0.0147,0.9999,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
2,5,3.6519,-0.1820,0.6614,0.9999,-0.0147,0.0000,0.0147,0.9999,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
2,6,3.7452,-0.1639,0.4265,0.9999,-0.0147,0.0000,0.0147,0.9999,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
2,7,3.8542,-0.1571,0.4491,0.9999,-0.0147,0.0000,0.0147,0.9999,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
2,8,3.8823,-0.1143,0.4472,0.9999,-0.0147,0.0000,0.0147,0.9999,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
2,9,3.9135,-0.0484,0.4544,0.9999,-0.0147,0.0000,0.0147,0.9999,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
2,10,3.9566,-0.1090,0.4546,0.9999,-0.0147,0.0000,0.0147,0.9999,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
3,0,4.3445,-0.0505,0.4400,0.9998,-0.0190,0.0000,0.0190,0.9998,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
3,1,4.3527,-0.0477,0.6052,0.9998,-0.0190,0.0000,0.0190,0.9998,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
3,2,4.4274,-0.1095,0.5173,0.9998,-0.0190,0.0000,0.0190,0.9998,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
3,3,4.4464,-0.2866,0.5889,0.9998,-0.0190,0.0000,0.0190,0.9998,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
3,4,4.5636,-0.3353,0.5062,0.9998,-0.0190,0.0000,0.0190,0.9998,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
3,5,4.7338,-0.2017,0.6614,0.9998,-0.0190,0.0000,0.0190,0.9998,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
3,6,4.8272,-0.1840,0.4265,0.9998,-0.0190,0.0000,0.0190,0.9998,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
3,7,4.9362,-0.1776,0.4491,0.9998,-0.0190,0.0000,0.0190,0.9998,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
3,8,4.9644,-0.1350,0.4472,0.9998,-0.0190,0.0000,0.0190,0.9998,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
3,9,4.9960,-0.0692,0.4544,0.9998,-0.0190,0.0000,0.0190,0.9998,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
